山西龙江保险公估有限公司	保险公估机构	2019-7-26	请选择	
中国人寿保险股份有限公司定襄县支公司河边镇营销服务部	保险公司－人身险	2007-8-27	营业	
中国人寿保险股份有限公司定襄县支公司宏道镇营销服务部	保险公司－人身险	2007-8-27	营业	
中国人寿保险股份有限公司定襄县支公司神山乡营销服务部	保险公司－人身险	2007-8-27	营业	
中国人寿保险股份有限公司定襄县支公司蒋村乡营销服务部	保险公司－人身险	2007-8-27	营业	
中国人寿保险股份有限公司五台县支公司	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司忻州分公司忻府区下社村营销服务部	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司五台县支公司东冶镇营销服务部	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司五台县支公司五台山营销服务部	保险公司－人身险	2006-1-12	营业	
中国人寿保险股份有限公司五台县支公司建安乡营销服务部	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司五台县支公司茹村乡营销服务部	保险公司－人身险	2007-8-27	营业	
中国人寿保险股份有限公司代县支公司	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司代县支公司东大街营销服务部	保险公司－人身险	2002-12-1	营业	
中国人寿保险股份有限公司代县支公司峨口镇营销服务部	保险公司－人身险	2002-12-1	营业	
中国人寿保险股份有限公司代县支公司新高乡营销服务部	保险公司－人身险	2007-8-27	营业	
中国人寿保险股份有限公司繁峙县支公司	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司繁峙县支公司砂河镇营销服务部	保险公司－人身险	2002-12-1	营业	
中国人寿保险股份有限公司繁峙县支公司下茹越乡营销服务部	保险公司－人身险	2007-8-27	营业	
中国人寿保险股份有限公司繁峙县支公司杏园乡营销服务部	保险公司－人身险	2007-8-27	营业	
中国人寿保险股份有限公司繁峙县支公司大营镇营销服务部	保险公司－人身险	2007-8-27	营业	
中国人寿保险股份有限公司宁武县支公司	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司宁武县支公司石家庄镇营销服务部	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司宁武县支公司东寨镇营销服务部	保险公司－人身险	2006-1-12	营业	
中国人寿保险股份有限公司宁武县支公司阳方口镇营销服务部	保险公司－人身险	2007-8-27	营业	
中国人寿保险股份有限公司静乐县支公司	保险公司－人身险	2012-5-4	营业	
中国人寿保险股份有限公司忻州分公司静乐县营销服务部	保险公司－人身险	2003-6-30	改建	
中国人寿保险股份有限公司忻州分公司静乐县杜家村营销服务部	保险公司－人身险	2007-8-27	营业	
中国人寿保险股份有限公司神池县支公司	保险公司－人身险	2002-12-3	营业	
中国人寿保险股份有限公司忻州分公司神池县营销服务部	保险公司－人身险	2003-6-30	改建	
中国人寿保险股份有限公司忻州分公司神池县义井镇营销服务部	保险公司－人身险	2007-8-27	营业	
中国人寿保险股份有限公司五寨县支公司	保险公司－人身险	2012-5-4	营业	
中国人寿保险股份有限公司忻州分公司五寨县营销服务部	保险公司－人身险	2003-6-30	改建	
中国人寿保险股份有限公司忻州分公司五寨县三岔镇营销服务部	保险公司－人身险	2007-8-27	营业	
中国人寿保险股份有限公司忻州分公司五寨县韩家楼乡营销服务部	保险公司－人身险	2007-8-27	撤销	
中国人寿保险股份有限公司岢岚县支公司	保险公司－人身险	2012-5-4	营业	
中国人寿保险股份有限公司忻州分公司岢岚县营销服务部	保险公司－人身险	2003-6-30	改建	
中国人寿保险股份有限公司忻州分公司岢岚县三井镇营销服务部	保险公司－人身险	2007-8-27	营业	
中国人寿保险股份有限公司河曲县支公司	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司河曲县支公司巡镇营销服务部	保险公司－人身险	2007-8-27	营业	
中国人寿保险股份有限公司保德县支公司	保险公司－人身险	2013-3-13	营业	
中国人寿保险股份有限公司忻州分公司保德县营销服务部	保险公司－人身险	2003-6-30	改建	
中国人寿保险股份有限公司忻州分公司保德县桥头镇营销服务部	保险公司－人身险	2007-8-27	营业	
中国人寿保险股份有限公司偏关县支公司	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司偏关县支公司老营镇营销服务部	保险公司－人身险	2007-8-27	营业	
中国人寿保险股份有限公司偏关县支公司尚峪乡营销服务部	保险公司－人身险	2007-8-27	营业	
中国人寿保险股份有限公司原平市支公司	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司原平市支公司前进西街营销服务部	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司原平市支公司轩岗镇营销服务部	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司原平市支公司楼板寨乡营销服务部	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司原平市支公司长梁沟镇营销服务部	保险公司－人身险	2007-8-27	营业	
中国人寿保险股份有限公司原平市支公司闫庄镇营销服务部	保险公司－人身险	2007-8-27	营业	
中国人寿保险股份有限公司原平市支公司东社镇营销服务部	保险公司－人身险	2007-8-27	营业	
中国人寿保险股份有限公司原平市支公司崞阳镇营销服务部	保险公司－人身险	2007-8-27	营业	
中国人寿保险股份有限公司原平市支公司大牛店镇营销服务部	保险公司－人身险	2007-8-27	营业	
中国人寿保险股份有限公司原平市支公司苏龙口镇营销服务部	保险公司－人身险	2007-8-27	营业	
中国人寿保险股份有限公司原平市支公司子干乡营销服务部	保险公司－人身险	2007-8-27	营业	
中国人寿保险股份有限公司临汾分公司	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司临汾分公司解放东路营销服务部	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司临汾分公司营业部	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司临汾分公司尧都区土门镇营销服务部	保险公司－人身险	2004-7-12	营业	
中国人寿保险股份有限公司临汾分公司尧都区刘村镇营销服务部	保险公司－人身险	2004-7-12	营业	
中国人寿保险股份有限公司临汾分公司尧都区屯里镇营销服务部	保险公司－人身险	2004-7-12	营业	
中国人寿保险股份有限公司临汾分公司尧都区县底镇营销服务部	保险公司－人身险	2004-7-12	营业	
中国人寿保险股份有限公司临汾分公司尧都区贾得乡营销服务部	保险公司－人身险	2004-7-12	营业	
中国人寿保险股份有限公司临汾分公司尧都区金殿镇营销服务部	保险公司－人身险	2004-7-12	营业	
中国人寿保险股份有限公司临汾分公司尧都区吴村镇营销服务部	保险公司－人身险	2004-7-12	营业	
中国人寿保险股份有限公司临汾分公司尧都区尧庙镇营销服务部	保险公司－人身险	2004-7-12	营业	
中国人寿保险股份有限公司襄汾县支公司赵曲村营销服务部	保险公司－人身险	2004-7-12	营业	
中国人寿保险股份有限公司临汾分公司尧都区枕头乡营销服务部	保险公司－人身险	2003-6-30	撤销	
中国人寿保险股份有限公司临汾分公司尧都区鼓楼南秦蜀路营销服务部	保险公司－人身险	2008-4-29	营业	
中国人寿保险股份有限公司临汾分公司尧都区大阳营销服务部	保险公司－人身险	2015-1-15	撤销	
中国人寿保险股份有限公司临汾分公司尧都区城南营销服务部	保险公司－人身险	2015-1-15	撤销	
中国人寿保险股份有限公司曲沃县支公司	保险公司－人身险	2012-5-4	营业	
中国人寿保险股份有限公司临汾分公司曲沃县营销服务部	保险公司－人身险	2003-6-30	改建	
中国人寿保险股份有限公司临汾分公司曲沃县杨谈乡营销服务部	保险公司－人身险	2005-9-16	营业	
中国人寿保险股份有限公司襄汾县支公司景毛乡营销服务部	保险公司－人身险	2005-9-16	营业	
中国人寿保险股份有限公司临汾分公司曲沃县高显镇营销服务部	保险公司－人身险	2005-9-16	营业	
中国人寿保险股份有限公司临汾分公司曲沃县北董乡营销服务部	保险公司－人身险	2007-11-20	营业	
中国人寿保险股份有限公司襄汾县支公司新城镇营销服务部	保险公司－人身险	2007-11-20	营业	
中国人寿保险股份有限公司翼城县支公司	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司翼城县支公司王庄乡营销服务部	保险公司－人身险	2004-7-12	营业	
中国人寿保险股份有限公司翼城县支公司武池乡营销服务部	保险公司－人身险	2004-7-12	营业	
中国人寿保险股份有限公司翼城县支公司南唐乡营销服务部	保险公司－人身险	2004-7-12	营业	
中国人寿保险股份有限公司翼城县支公司中卫乡营销服务部	保险公司－人身险	2004-7-12	营业	
中国人寿保险股份有限公司翼城县支公司隆化镇营销服务部	保险公司－人身险	2004-7-12	营业	
中国人寿保险股份有限公司翼城县支公司里砦镇营销服务部	保险公司－人身险	2004-7-12	营业	
中国人寿保险股份有限公司翼城县支公司城区营销服务部	保险公司－人身险	2004-7-12	营业	
中国人寿保险股份有限公司翼城县支公司桥上镇营销服务部	保险公司－人身险	2005-9-16	营业	
中国人寿保险股份有限公司翼城县支公司山西春雷铜材厂营销服务部	保险公司－人身险	2005-9-16	营业	
中国人寿保险股份有限公司翼城县支公司山西锻造厂营销服务部	保险公司－人身险	2005-9-16	营业	
中国人寿保险股份有限公司翼城县支公司西闫镇营销服务部	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司翼城县支公司老官庄工业园区营销服务部	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司翼城县支公司南梁镇营销服务部	保险公司－人身险	2015-1-15	营业	
中国人寿保险股份有限公司襄汾县支公司	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司襄汾县支公司汾城镇营销服务部	保险公司－人身险	2004-7-12	营业	
中国人寿保险股份有限公司襄汾县支公司大邓乡营销服务部	保险公司－人身险	2005-2-24	营业	
中国人寿保险股份有限公司襄汾县支公司南贾镇营销服务部	保险公司－人身险	2005-9-16	营业	
